external_id,purchase_collection
product_template_11779_5589d830,EMBALAJE
product_template_11787_b41e8986,EMBALAJE
product_template_11788_e3ebbf20,EMBALAJE
product_template_12710_cac74c68,EMBALAJE
product_template_12127_dd22d186,EMBALAJE
product_template_12126_9bcb75ba,EMBALAJE
product_template_12125_38c048a3,EMBALAJE
product_template_74108_207549,EPI
product_template_8462_f3abd265,EMBALAJE
product_template_10062_0425d27f,LIT
product_template_10063_5c1e8017,EMBALAJE
product_template_10064_2cafeb69,EMBALAJE
product_template_10065_fa4df1c7,EMBALAJE
product_template_8458_f8c1c0e3,EMBALAJE
product_template_11345_1d0aed52,EMBALAJE
product_template_8993_e00f7ed3,MTS/LIN
product_template_11334_8380ba20,EMBALAJE
product_template_11499_9e049116,TAC
product_template_78875_328896,EMBALAJE
product_template_12607_87a36861,ELECTRIFICACION
product_template_12606_8cc42bc5,ELECTRIFICACION
product_template_10933_145def15,ELECTRIFICACION
product_template_10932_1817cfe6,CHC
product_template_98072_384508,BRD
product_template_71382_224941,GIN
product_template_12618_e26feaa9,ELECTRIFICACION
product_template_12617_d1425e3d,ELECTRIFICACION
product_template_10061_4a394fb1,EMBALAJE
product_template_8924_e3eb7274,MAV
product_template_10031_5370691f,PULIMENTO
product_template_71168_556441,ERN
product_template_13090_f205bae4,PULIMENTO
product_template_13091_6d44afdf,PULIMENTO
product_template_74109_172449,PULIMENTO
product_template_70054_408428,EMBALAJE
product_template_70116_490548,HUG
product_template_12737_8a2e73da,EMBALAJE
product_template_70634_247041,MAV
product_template_70882_751560,STH/SSX
product_template_78956_974065,LIT
product_template_74262_741989,ELECTRIFICACION
product_template_98084_340507,ELX
product_template_13370_db770ca0,HUG
product_template_71488_911644,EMBALAJE
product_template_70642_632096,SEN
product_template_11BR5170MP_213196,BRD
product_template_11BR5080MP_984663,BRD
product_template_11BR5180MP_727044,BRD
product_template_11BR5090MP_239972,BRD
product_template_11BR5190MP_399787,BRD
product_template_11BR5070MP_468170,BRD
product_template_11BR5110MP_120737,BRD
product_template_12825_975e0fca,BRD
product_template_11BR5020MP_219560,BRD
product_template_11BR5120MP_531826,BRD
product_template_11BR5030MP_471593,BRD
product_template_11BR5130MP_974432,BRD
product_template_11BR5010MP_234790,BRD
product_template_12590_177fa0c1,ROPA DE TRABAJO
product_template_74275_872606,ROPA DE TRABAJO
product_template_71351_555181,METAL
product_template_P2CC71351_977447,MLM
product_template_71362_961387,METAL
product_template_71352_646257,METAL
product_template_9416_e4453811,CHC
product_template_12RI5300_881417,RIO
product_template_12RI5330_564238,RIO
product_template_12RI5200_392460,RIO
product_template_8988_dfa3ba8c,ELX
product_template_98049_971781,EMBALAJE
product_template_71111_501540,EMBALAJE
product_template_8450_a75daad3,EMBALAJE
product_template_9569_b62cd2c2,SEN
product_template_95811_464984,TORNILLERA
product_template_9477_57eecc58,SEN
product_template_9574_44b54e57,SEN
product_template_10472_5bfe06aa,ELECTRIFICACION
product_template_11445_4e3f712d,TAC
product_template_11434_80440e7f,CONSUMIBLES
product_template_9858_c03e06fb,STH
product_template_9822_a577df30,TORNILLERA
product_template_9816_0f95513b,LIT
product_template_70566_880653,BRD
product_template_78950_349970,PULIMENTO
product_template_71320_985264,PULIMENTO
product_template_98107_606143,TORNILLERA
product_template_1946_2840da8d,ACCESORIOS
product_template_12673_5af89fce,ROPA DE TRABAJO
product_template_12594_df9371a1,ROPA DE TRABAJO
product_template_12740_6b50494d,MADERA
product_template_12739_a9c00cfd,MADERA
product_template_CHAP_AC3301_933234,CHC
product_template_CHAP_AC3201_543464,CHC
product_template_CHAP_AC3041_435040,CHC
product_template_8931_c14392a4,SSX
product_template_8930_cba494a6,SSX
product_template_CHAP_CH2400_625561,SSX
product_template_CHAP_CH2000_288032,SSX
product_template_CH12AC3301_799356,CHC
product_template_CH12AC3201_434337,CHC
product_template_CH11AC3201_265280,CHC
product_template_CH11AC3301_336293,CHC
product_template_CH12AC3041_974447,CHC
product_template_CH11AC3041_550684,CHC
product_template_12595_4e0b59a3,ROPA DE TRABAJO
product_template_9698_75a615e1,CHC
product_template_ILCHC3B008MP_419202,CHC
product_template_ILCHC3B002MP_153698,CHC
product_template_9695_12989501,CHC
product_template_ILCHC3B011MP_447081,CHC
product_template_9694_98ee5629,CHC
product_template_ILCHC3B010MP_675446,CHC
product_template_ILCHC4B007MP_355806,CHC
product_template_ILCHC4B002MP_856154,CHC
product_template_ILCHC4B016MP_440375,CHC
product_template_ILCHC4B017MP_282228,CHC
product_template_70985_963976,TORNILLERA
product_template_13636_e7083aeb,EMBALAJE
product_template_8451_9cb470a3,EMBALAJE
product_template_ILPNT013MP_253105,ILUMINACION
product_template_8452_69f8f5b7,EMBALAJE
product_template_8419_70d350d6,HUG
product_template_10925_1b8f1e2c,MLM
product_template_10873_8afe44b9,FIBRA
product_template_12008_c381ac7b,FIBRA
product_template_12007_edd5ac3c,FIBRA
product_template_12009_f5ef9a8e,FIBRA
product_template_13391_97da610d,DUN
product_template_13379_87db30fb,DUN
product_template_13176_b582f54a,SEN
product_template_13240_ffed524c,SEN
product_template_CURV_EX7435_889814,ELX
product_template_CURV_EX7452_950875,ELX
product_template_CURV_EX7455_642469,ELX
product_template_CURV_EX7454_887049,ELX
product_template_CURV_EX7451_856429,ELX
product_template_71212_478617,TORNILLERA
product_template_9903_ba5d4893,HERRAJE
product_template_COLO_CH3060_783554,CHC
product_template_COLO_CH0060_622897,CHC
product_template_PINT_SE2440_543646,SEN
product_template_8705_24e526f8,TORNILLERA
product_template_71478_948054,BISAGRA
product_template_9483_5efb108e,TORNILLERA
product_template_13575_1351daee,STH
product_template_13173_72f17466,CRT
product_template_13171_034147fd,CRT
product_template_13172_459d1244,CRT
product_template_8507_b3765188,MLM
product_template_10393_ce086ff7,MADERA PULIMENTADA
product_template_8130_81029e4d,VLS
product_template_11581_ff95e513,VLS
product_template_10428_3d731eff,MADERA PULIMENTADA
product_template_9417_f50fa831,CHC
product_template_9414_449d33db,CHC
product_template_12RI5340_751657,RIO
product_template_12972_deafded3,RIO
product_template_9155_a16179d9,MLM
product_template_12CH3100_499891,CHC
product_template_11CH3100_246467,BRD
product_template_12CH3200_915671,CHC
product_template_11CH3200_162606,BRD
product_template_10889_384c4ea9,GIN
product_template_10892_106470ea,GIN
product_template_10891_15a07592,GIN
product_template_10890_b283cd65,GIN
product_template_10843_47b9f744,SEN
product_template_10844_4cc7acca,SEN
product_template_10845_7dd43017,SEN
product_template_10846_d683fd43,SEN
product_template_10847_f5aca1e1,SEN
product_template_11388_b816de6f,ESPUMA
product_template_8953_a54a886b,CHC
product_template_9100_143267fb,LIT
product_template_9099_ac3db4e2,LIT
product_template_9089_23adcbb8,MTS
product_template_9080_18a65ded,MTS
product_template_8940_73a93cb1,MLM
product_template_9106_04a04582,LIT
product_template_9109_5575e7f8,LIT
product_template_9103_43a6589b,LIT
product_template_9096_0060e005,STH
product_template_9107_78417789,LIT
product_template_9149_a9582a8e,MLM
product_template_8946_c90ae5fd,RIO
product_template_8967_ab25a702,STH/SSX
product_template_9138_aaf6e521,MLM
product_template_9137_8d45609f,MLM
product_template_9139_a6a9b5d6,MLM
product_template_9141_115a4d6b,MLM
product_template_9140_400334e0,MLM
product_template_9142_c57b1e48,MLM
product_template_9144_68a6af8e,MLM
product_template_9147_768edeb7,MLM
product_template_9145_e34d73ac,MLM
product_template_9148_0dbb1f09,MLM
product_template_8944_d422066a,RIO
product_template_8942_9b3b9cac,RIO
product_template_8939_420985e9,RIO
product_template_8938_d565b236,RIO
product_template_8463_9a142f8a,STH
product_template_8972_4e5143e2,STH
product_template_8976_0413ada7,STH
product_template_8977_66958e1c,STH
product_template_8965_257ca3dd,STH
product_template_8970_5943c069,STH
product_template_8971_52771915,STH
product_template_8974_046132dd,STH
product_template_8975_8da2c33b,STH
product_template_8966_a3c68ad3,STH/SSX
product_template_8969_5bf84179,STH/SSX
product_template_8968_84bbd9a2,STH/SSX
product_template_8912_212f2f5a,LIT
product_template_9081_4cdaf419,MTS
product_template_9130_d7a9a6e3,LIT
product_template_9104_41bf34bc,LIT
product_template_9101_eca1a1c6,LIT
product_template_9111_6fff1cb6,LIT
product_template_8986_ec1a23d5,PLT
product_template_9093_a6fe3b2f,MTS
product_template_9132_0555bf5e,BRD
product_template_9134_b2e8b420,BRD
product_template_9110_380badda,LIT
product_template_8963_8e7b4ac5,STH
product_template_8964_6207e8b6,STH
product_template_9129_aca7c45d,LIT
product_template_8922_78c2e5c8,DUN
product_template_8950_24bce5e9,DUN
product_template_8952_1704a9ef,DUN
product_template_8892_0da2a293,DUN
product_template_8914_c6cdc353,DUN
product_template_8987_32c19ab4,ELX
product_template_8945_af752b0d,RIO
product_template_8957_878b36a9,CHC
product_template_8960_d5443508,CHC
product_template_8954_7dd5c630,CHC
product_template_8959_b269ac7c,CHC
product_template_8903_e6f9e964,CRL
product_template_8921_71066cfb,STH
product_template_8949_567e995c,STH
product_template_9121_e5c099ac,STH
product_template_9119_0b57adf7,STH
product_template_9128_9c932003,LIT
product_template_9114_29689c0b,LIT
product_template_9115_3f8880a4,LIT
product_template_9117_5250a062,LIT
product_template_9116_afbd92d6,LIT
product_template_8984_ac172bfd,MAT
product_template_10855_dd69720b,CRL
product_template_9003_0d98ce60,CRL
product_template_10931_dc6a54cb,CRL
product_template_9025_70141821,MTS
product_template_9084_400f021f,MTS
product_template_9086_1e0ffe12,MTS
product_template_9088_8cbfad0c,MTS
product_template_9090_34c641ba,MTS
product_template_9091_288a0a1d,MTS
product_template_9092_197fb060,MTS
product_template_8998_81451162,EMBALAJE
product_template_8961_69e8ab73,STH/SSX
product_template_8962_197e81ab,STH/SSX
product_template_10451_3a6fe688,MGT
product_template_8897_9435b1df,VLS
product_template_8898_e8cc8a8c,VLS
product_template_8958_8c6bceb1,CHC
product_template_8904_395978e2,GIN/SEN
product_template_8492_3d549a74,HUG/SEN
product_template_9079_c22ef157,MAV
product_template_9073_fae2f8f8,MAV
product_template_10500_b7dfffa3,PCN
product_template_8925_4dd779c0,SEN
product_template_8923_4c327d1b,SEN
product_template_9000_680c95d0,CRL
product_template_9022_6e63d3a4,STH
product_template_9011_d134e4da,STH
product_template_9018_8252fb88,STH
product_template_8997_0b0ea6b3,CRL
product_template_9004_e2833576,CRL
product_template_9020_11052aff,STH
product_template_9007_e6943acb,STH
product_template_9017_1f9d1784,STH
product_template_9082_267ab11b,MTS
product_template_9085_8fe1ca0a,MTS
product_template_9087_19f893d0,MTS
product_template_9002_f7cd2b68,CRL
product_template_9005_dbdddd1b,CRL
product_template_11393_1ce3ddeb,DUN
product_template_9136_8cc74f3a,BRD
product_template_9125_251d754a,STH
product_template_9126_1d300063,STH
product_template_9127_2b6a2a1e,STH
product_template_9094_db70819d,STH
product_template_9098_f79708ea,STH
product_template_9120_ed6e9e38,STH
product_template_9122_dab97db8,STH
product_template_9123_c78ddcd6,STH
product_template_9124_d74b394c,STH
product_template_8913_5ed941dd,TAC
product_template_8910_ac527748,TAC
product_template_9131_640a8fb3,LIT
product_template_9095_dc5fa6a7,STH
product_template_9108_78f69f47,LIT
product_template_9105_6252c64d,LIT
product_template_9102_8f2420a5,LIT
product_template_9112_66a53ef8,LIT
product_template_9006_7f43612b,STH
product_template_9015_f32a4be9,STH
product_template_9013_f1c07d40,STH
product_template_8995_83d4896c,CRL
product_template_8985_738d0621,PLT
product_template_8919_4cbf1696,VLS
product_template_8901_ced542e1,VLS
product_template_8902_88edb4d8,VLS
product_template_8920_cd054ae3,VLS
product_template_8943_f0275f08,MLM
product_template_10392_94db6389,VLS
product_template_8129_22ab46c6,VLS
product_template_13650_fa3a8e1a,ESPUMA
product_template_11560_35853a70,CRT
product_template_12672_8d3918b7,DUN
product_template_12837_21a0f08b,CRT
product_template_12838_7e407fea,CRT
product_template_12839_e478f362,CRT
product_template_11964_5cb3bea7,CRT
product_template_11965_f4db3cb7,CRT
product_template_11966_23f7d37f,CRT
product_template_11967_163737e8,CRT
product_template_11968_a96ca2d9,CRT
product_template_11969_f03909b0,CRT
product_template_13431_6c71c88e,GAR
product_template_13420_c0383c9b,GAR
product_template_13429_3081ec27,GAR
product_template_13430_07fa0166,GAR
product_template_11562_97b7a634,CRT
product_template_11561_55b983ed,CRT
product_template_13591_5eccbffc,HUG
product_template_12ML0050_440731,MLM
product_template_11ML0050_766025,MLM
product_template_12500_54da897a,MGT
product_template_12ML1030_141911,MLM
product_template_11ML1030_544039,MLM
product_template_9756_829e8da8,MLM
product_template_9757_cccc8623,MLM
product_template_11392_60390df0,HUG
product_template_8896_e397a70e,VLS
product_template_11598_296864d8,VLS
product_template_8915_753249ff,VLS
product_template_11600_4d20e8e0,VLS
product_template_9821_75a9c167,LIT
product_template_9135_a0c57ec6,BRD
product_template_10476_02301843,CHC
product_template_10478_ecf22dcb,CRL
product_template_10447_7c0978ec,TABLERO MECANIZADO
product_template_9028_91482767,DUN
product_template_11208_1aa27588,HERRAJE
product_template_12SK4781_784838,STH
product_template_11SK4781_307806,STH
product_template_12SK4751_777728,STH
product_template_11SK4751_334327,STH
product_template_11536_7589293d,STH
product_template_11537_4fa0ad41,STH
product_template_12SK4761_333987,STH
product_template_11SK4761_263899,STH
product_template_12SK4771_819892,STH
product_template_11SK4771_491934,STH
product_template_12SK4791_529965,STH
product_template_11SK4791_425216,STH
product_template_70480_138153,STH
product_template_12SK2224_319152,STH
product_template_12SK0520_213255,STH
product_template_11SK0520_208244,STH
product_template_70478_507870,STH
product_template_70479_370028,STH
product_template_78948_452965,ALUMINIO
product_template_12SK4723_451721,STH
product_template_11SK4723_589169,STH
product_template_9342_9e10a016,STH
product_template_9343_60f15452,STH
product_template_12SK5701_287422,STH
product_template_11SK5701_646518,STH
product_template_12031_8b275c8d,CRL
product_template_12081_666a5c5c,CRL
product_template_11509_600596cf,CRL
product_template_13092_a8af2b72,CRL
product_template_11641_81b5a974,CRL
product_template_10901_ed3880bb,CRL
product_template_11689_21a75364,HERRAJE
product_template_12524_c330629c,SSX
product_template_8928_a09aa52a,SSX
product_template_12SX2000_791473,SSX
product_template_13355_91b404df,MADERA
product_template_9876_7bd1ab09,STH
product_template_11378_9a1f468c,CRT
product_template_11377_544c8c0e,CRT
product_template_12896_730e41cb,NCL
product_template_12891_97b11564,NCL
product_template_12898_7b17847d,MADERA
product_template_12894_f4ad3db0,NCL
product_template_12889_63dc2324,NCL
product_template_12887_039e9407,NCL
product_template_11374_4a56e2e8,MADERA
product_template_11376_dc54fe3c,MADERA
product_template_11375_0934c27f,MADERA
product_template_11373_38d5bac9,DUN
product_template_8832_5f7f86a0,DUN
product_template_8833_cbd053ce,DUN
product_template_11LT5564_267012,LIT
product_template_12MB4021_799833,TABLERO MECANIZADO
